id;timestamp_utc;name;description;address;register_type;raw_value;value;unit;source
7829;2026-08-04T08:15:47.926325+00:00;compressor1_current;Stromaufnahme Verdichter 1;249;holding;0.0;0.0;A;/dev/ttyUSB0
7830;2026-08-04T08:15:47.926349+00:00;operating_mode;Betriebsart;0;holding;8.0;8.0;;/dev/ttyUSB0
7831;2026-08-04T08:15:47.926374+00:00;pump_running_speed;Pumpendrehzahl;137;holding;100.0;100.0;%;/dev/ttyUSB0
7832;2026-08-04T08:15:47.926410+00:00;setpoint;Sollwert;1;holding;33.0;33.0;°C;/dev/ttyUSB0
7833;2026-08-04T08:15:53.322706+00:00;user_outlet_temperature;Vorlauftemperatur;244;holding;16.0;16.0;°C;/dev/ttyUSB0
7834;2026-08-04T08:15:53.322873+00:00;user_inlet_temperature;Rücklauftemperatur;245;holding;18.0;18.0;°C;/dev/ttyUSB0
7835;2026-08-04T08:15:53.322911+00:00;outdoor_temperature;Außentemperatur;247;holding;22.0;22.0;°C;/dev/ttyUSB0
7836;2026-08-04T08:15:53.322936+00:00;compressor_speed;Verdichterdrehzahl;248;holding;0.0;0.0;rpm;/dev/ttyUSB0
7837;2026-08-04T08:15:53.322958+00:00;compressor1_current;Stromaufnahme Verdichter 1;249;holding;0.0;0.0;A;/dev/ttyUSB0
7838;2026-08-04T08:15:53.322980+00:00;operating_mode;Betriebsart;0;holding;8.0;8.0;;/dev/ttyUSB0
7839;2026-08-04T08:15:53.323000+00:00;pump_running_speed;Pumpendrehzahl;137;holding;100.0;100.0;%;/dev/ttyUSB0
7840;2026-08-04T08:15:53.323021+00:00;setpoint;Sollwert;1;holding;33.0;33.0;°C;/dev/ttyUSB0
7841;2026-08-04T08:15:58.733872+00:00;user_outlet_temperature;Vorlauftemperatur;244;holding;16.0;16.0;°C;/dev/ttyUSB0
7842;2026-08-04T08:15:58.734055+00:00;user_inlet_temperature;Rücklauftemperatur;245;holding;18.0;18.0;°C;/dev/ttyUSB0
7843;2026-08-04T08:15:58.734100+00:00;outdoor_temperature;Außentemperatur;247;holding;22.0;22.0;°C;/dev/ttyUSB0
7844;2026-08-04T08:15:58.734127+00:00;compressor_speed;Verdichterdrehzahl;248;holding;0.0;0.0;rpm;/dev/ttyUSB0
7845;2026-08-04T08:15:58.734151+00:00;compressor1_current;Stromaufnahme Verdichter 1;249;holding;0.0;0.0;A;/dev/ttyUSB0
7846;2026-08-04T08:15:58.734175+00:00;operating_mode;Betriebsart;0;holding;8.0;8.0;;/dev/ttyUSB0
7847;2026-08-04T08:15:58.734198+00:00;pump_running_speed;Pumpendrehzahl;137;holding;100.0;100.0;%;/dev/ttyUSB0
7848;2026-08-04T08:15:58.734221+00:00;setpoint;Sollwert;1;holding;33.0;33.0;°C;/dev/ttyUSB0
7849;2026-08-04T08:16:04.131135+00:00;user_outlet_temperature;Vorlauftemperatur;244;holding;16.0;16.0;°C;/dev/ttyUSB0
7850;2026-08-04T08:16:04.131327+00:00;user_inlet_temperature;Rücklauftemperatur;245;holding;18.0;18.0;°C;/dev/ttyUSB0
7851;2026-08-04T08:16:04.131372+00:00;outdoor_temperature;Außentemperatur;247;holding;22.0;22.0;°C;/dev/ttyUSB0
7852;2026-08-04T08:16:04.131398+00:00;compressor_speed;Verdichterdrehzahl;248;holding;0.0;0.0;rpm;/dev/ttyUSB0
7853;2026-08-04T08:16:04.131423+00:00;compressor1_current;Stromaufnahme Verdichter 1;249;holding;0.0;0.0;A;/dev/ttyUSB0
7854;2026-08-04T08:16:04.131447+00:00;operating_mode;Betriebsart;0;holding;8.0;8.0;;/dev/ttyUSB0
7855;2026-08-04T08:16:04.131470+00:00;pump_running_speed;Pumpendrehzahl;137;holding;100.0;100.0;%;/dev/ttyUSB0
7856;2026-08-04T08:16:04.131494+00:00;setpoint;Sollwert;1;holding;33.0;33.0;°C;/dev/ttyUSB0
7857;2026-08-04T08:16:09.513446+00:00;user_outlet_temperature;Vorlauftemperatur;244;holding;16.0;16.0;°C;/dev/ttyUSB0
